"NLA_ID","Comid","MaxDist","PercentImperv_MaxDist","ImpervAreaKm2_MaxDist","PercentNA_MaxDist","WaterKm2_MaxDist","IceSnowKm2_MaxDist","DevOpenKm2_MaxDist","DevLowKm2_MaxDist","DevMedKm2_MaxDist","DevHighKm2_MaxDist","BarrenKm2_MaxDist","DeciduousKm2_MaxDist","EvergreenKm2_MaxDist","MixedForKm2_MaxDist","ShrubKm2_MaxDist","GrassKm2_MaxDist","PastureKm2_MaxDist","CropsKm2_MaxDist","WoodyWetKm2_MaxDist","HerbWetKm2_MaxDist","NLCD_NA_Per_MaxDist","WaterPer_MaxDist","IceSnowPer_MaxDist","DevOpenPer_MaxDist","DevLowPer_MaxDist","DevMedPer_MaxDist","DevHighPer_MaxDist","BarrenPer_MaxDist","DeciduousPer_MaxDist","EvergreenPer_MaxDist","MixedForPer_MaxDist","ShrubPer_MaxDist","GrassPer_MaxDist","PasturePer_MaxDist","CropsPer_MaxDist","WoodyWetPer_MaxDist","HerbWetPer_MaxDist","PercentImperv_300m","ImpervAreaKm2_300m","PercentNA_300m","WaterKm2_300m","IceSnowKm2_300m","DevOpenKm2_300m","DevLowKm2_300m","DevMedKm2_300m","DevHighKm2_300m","BarrenKm2_300m","DeciduousKm2_300m","EvergreenKm2_300m","MixedForKm2_300m","ShrubKm2_300m","GrassKm2_300m","PastureKm2_300m","CropsKm2_300m","WoodyWetKm2_300m","HerbWetKm2_300m","NLCD_NA_Per_300m","WaterPer_300m","IceSnowPer_300m","DevOpenPer_300m","DevLowPer_300m","DevMedPer_300m","DevHighPer_300m","BarrenPer_300m","DeciduousPer_300m","EvergreenPer_300m","MixedForPer_300m","ShrubPer_300m","GrassPer_300m","PasturePer_300m","CropsPer_300m","WoodyWetPer_300m","HerbWetPer_300m","PercentImperv_1500m","ImpervAreaKm2_1500m","PercentNA_1500m","WaterKm2_1500m","IceSnowKm2_1500m","DevOpenKm2_1500m","DevLowKm2_1500m","DevMedKm2_1500m","DevHighKm2_1500m","BarrenKm2_1500m","DeciduousKm2_1500m","EvergreenKm2_1500m","MixedForKm2_1500m","ShrubKm2_1500m","GrassKm2_1500m","PastureKm2_1500m","CropsKm2_1500m","WoodyWetKm2_1500m","HerbWetKm2_1500m","NLCD_NA_Per_1500m","WaterPer_1500m","IceSnowPer_1500m","DevOpenPer_1500m","DevLowPer_1500m","DevMedPer_1500m","DevHighPer_1500m","BarrenPer_1500m","DeciduousPer_1500m","EvergreenPer_1500m","MixedForPer_1500m","ShrubPer_1500m","GrassPer_1500m","PasturePer_1500m","CropsPer_1500m","WoodyWetPer_1500m","HerbWetPer_1500m","PercentImperv_3000m","ImpervAreaKm2_3000m","PercentNA_3000m","WaterKm2_3000m","IceSnowKm2_3000m","DevOpenKm2_3000m","DevLowKm2_3000m","DevMedKm2_3000m","DevHighKm2_3000m","BarrenKm2_3000m","DeciduousKm2_3000m","EvergreenKm2_3000m","MixedForKm2_3000m","ShrubKm2_3000m","GrassKm2_3000m","PastureKm2_3000m","CropsKm2_3000m","WoodyWetKm2_3000m","HerbWetKm2_3000m","NLCD_NA_Per_3000m","WaterPer_3000m","IceSnowPer_3000m","DevOpenPer_3000m","DevLowPer_3000m","DevMedPer_3000m","DevHighPer_3000m","BarrenPer_3000m","DeciduousPer_3000m","EvergreenPer_3000m","MixedForPer_3000m","ShrubPer_3000m","GrassPer_3000m","PasturePer_3000m","CropsPer_3000m","WoodyWetPer_3000m","HerbWetPer_3000m"
"NLA06608-1802",13183508,455,6.3,0.284,0,0.3141,0,1.5822,0.3834,0.0936,0.0243,0,1.3977,0.0405,0.1044,0,0.0144,0,0,0.5256,0.0297,0,6.96,0,35.08,8.5,2.08,0.54,0,30.99,0.9,2.31,0,0.32,0,0,11.65,0.66,6.96,0.205,0,0.2673,0,0.9567,0.2457,0.0918,0.0243,0,0.8514,0.0018,0.0504,0,0.0054,0,0,0.4203,0.0297,0,9.08,0,32.49,8.34,3.12,0.83,0,28.91,0.06,1.71,0,0.18,0,0,14.27,1.01,7.61,1.416,0,0.6894,0,5.8527,2.2869,0.4482,0.0585,0.0837,6.2244,0.4716,0.4977,0.1026,0.2286,0.2223,0.1926,1.1493,0.0936,0,3.71,0,31.46,12.29,2.41,0.31,0.45,33.46,2.54,2.68,0.55,1.23,1.2,1.04,6.18,0.5,11.91,5.983,0,0.7785,0,13.7997,8.5716,3.1716,0.3276,0.3267,14.4639,0.8316,0.8856,0.1494,0.6696,1.3689,1.7919,2.8881,0.2151,0,1.55,0,27.47,17.06,6.31,0.65,0.65,28.79,1.66,1.76,0.3,1.33,2.72,3.57,5.75,0.43
"NLA06608-1804",253350,1321,36.22,9.213,0,0.4734,0,5.3901,8.0739,5.742,2.664,0.0306,0.4887,0.0144,0,0,1.5732,0.1845,0.7992,0,0,0,1.86,0,21.19,31.74,22.58,10.47,0.12,1.92,0.06,0,0,6.19,0.73,3.14,0,0,21.46,1.35,0,0.2601,0,2.2113,1.0917,0.8667,0.3366,0.0153,0.1332,0.0063,0,0,0.7992,0.0864,0.4833,0,0,0,4.14,0,35.16,17.36,13.78,5.35,0.24,2.12,0.1,0,0,12.71,1.37,7.68,0,0,37.44,10.998,0,0.5013,0,5.8203,9.8505,7.047,3.0123,0.0306,0.5103,0.0144,0,0,1.5957,0.1845,0.8091,0,0,0,1.71,0,19.81,33.53,23.99,10.25,0.1,1.74,0.05,0,0,5.43,0.63,2.75,0,0,40.52,28.416,0,0.7488,0,13.2561,23.9085,19.0575,7.9146,0.0306,1.1241,0.0144,0,0,2.8224,0.2889,0.954,0,0,0,1.07,0,18.9,34.1,27.18,11.29,0.04,1.6,0.02,0,0,4.03,0.41,1.36,0,0
"NLA06608-1808",22845861,257,1.03,0.022,0,0.1359,0,0.0441,0.0639,0,0,0,0.0675,1.2429,0,0.0027,0,0,0,0.5778,0,0,6.37,0,2.07,2.99,0,0,0,3.16,58.22,0,0.13,0,0,0,27.06,0,1.01,0.025,0,0.1359,0,0.0531,0.0711,0,0,0,0.081,1.4409,0,0.0135,0,0,0,0.6777,0,0,5.5,0,2.15,2.88,0,0,0,3.28,58.27,0,0.55,0,0,0,27.4,0,2.34,0.377,0,0.1512,0,0.5958,0.9054,0.063,0.0099,9e-04,1.4103,9.1782,0.0423,1.0008,0,0,0,2.7423,0,0,0.94,0,3.7,5.62,0.39,0.06,0.01,8.76,57.01,0.26,6.22,0,0,0,17.03,0,2.51,1.139,0,0.2358,0,1.5282,2.6307,0.2898,0.018,0.0108,6.8769,23.0157,0.234,4.6341,0.0108,0.1242,0,5.841,0.0144,0,0.52,0,3.36,5.79,0.64,0.04,0.02,15.13,50.62,0.51,10.19,0.02,0.27,0,12.85,0.03
"NLA06608-1810",10272084,2439,2.71,2.29,0,26.0712,0,1.5255,2.5929,1.2285,0.0828,5.598,0.1422,1.4238,0,9.7515,0.2817,13.2867,10.3671,0.7353,11.3832,0,30.86,0,1.81,3.07,1.45,0.1,6.63,0.17,1.69,0,11.54,0.33,15.73,12.27,0.87,13.48,7.34,0.647,0,2.4201,0,0.2106,0.3915,0.1908,0,0.7623,0,0,0,0.9216,0,1.3437,0.9099,0.1341,1.5273,0,27.46,0,2.39,4.44,2.17,0,8.65,0,0,0,10.46,0,15.25,10.33,1.52,17.33,3.4,1.638,0,14.2947,0,0.9297,1.7271,0.8469,0.0504,3.2247,0.0243,0.0801,0,3.8367,0.0639,7.6671,7.7184,0.4473,7.29,0,29.66,0,1.93,3.58,1.76,0.1,6.69,0.05,0.17,0,7.96,0.13,15.91,16.01,0.93,15.12,2.56,2.782,0,34.6392,0,1.9035,3.1014,1.611,0.1278,6.7995,0.2817,3.1158,0,13.7889,0.3672,16.1424,11.4624,0.9,14.3874,0,31.89,0,1.75,2.86,1.48,0.12,6.26,0.26,2.87,0,12.69,0.34,14.86,10.55,0.83,13.24
"NLA06608-1811",14748136,296,0.25,0.007,0,0.378,0,0.0954,0,0,0,0,0,0,0,0.0054,1.9908,0.2871,0,0,0,0,13.71,0,3.46,0,0,0,0,0,0,0,0.2,72.21,10.41,0,0,0,0.25,0.007,0,0.3789,0,0.0981,0,0,0,0,0,0,0,0.0054,2.0277,0.2943,0,0,0,0,13.51,0,3.5,0,0,0,0,0,0,0,0.19,72.31,10.5,0,0,0,0.21,0.039,0,0.8577,0,0.5589,0,0,0,0,0.009,0,0,0.0441,12.4947,3.5874,0.7533,0,0.1494,0,4.65,0,3.03,0,0,0,0,0.05,0,0,0.24,67.71,19.44,4.08,0,0.81,0.2,0.1,0,4.8789,0,1.3239,0.0162,9e-04,0,0.0162,0.0288,0,0,0.2574,30.9798,9.6354,2.5875,0,0.3249,0,9.75,0,2.65,0.03,0,0,0.03,0.06,0,0,0.51,61.9,19.25,5.17,0,0.65
"NLA06608-1812",11898640,1746,0.72,12.858,0,54.8154,0,57.0582,11.1429,5.3901,2.4003,3.8601,1067.472,85.0122,9.0639,25.4286,24.7788,104.3154,170.8335,146.0745,17.4618,0,3.07,0,3.2,0.62,0.3,0.13,0.22,59.8,4.76,0.51,1.42,1.39,5.84,9.57,8.18,0.98,0.82,3.492,0,29.4273,0,12.1806,3.0528,1.548,0.684,1.7424,218.6046,25.9875,0.6624,3.2598,2.403,17.5833,40.356,63.4446,5.8023,0,6.9,0,2.85,0.72,0.36,0.16,0.41,51.23,6.09,0.16,0.76,0.56,4.12,9.46,14.87,1.36,0.73,11.494,0,51.489,0,50.3892,9.8793,4.8492,2.187,3.3786,939.852,75.1473,7.2009,21.3786,20.6415,91.0557,153.468,135.9423,15.8976,0,3.25,0,3.18,0.62,0.31,0.14,0.21,59.38,4.75,0.45,1.35,1.3,5.75,9.7,8.59,1,0.68,18.699,0,70.5465,0,87.2343,17.586,7.6122,2.9664,7.6059,1660.374,135.684,18.7974,50.5215,48.6387,176.5827,239.5845,183.0735,23.4945,0,2.58,0,3.2,0.64,0.28,0.11,0.28,60.81,4.97,0.69,1.85,1.78,6.47,8.78,6.71,0.86
"NLA06608-1818",18327306,284,0,0,0,0.0702,0,0,0,0,0,0,0.0126,0.3852,0.009,1.1034,0.1593,0,0,0.0054,0,0,4.02,0,0,0,0,0,0,0.72,22.07,0.52,63.23,9.13,0,0,0.31,0,0,0,0,0.0702,0,0,0,0,0,0,0.0126,0.4005,0.0108,1.1637,0.1692,0,0,0.0063,0,0,3.83,0,0,0,0,0,0,0.69,21.85,0.59,63.49,9.23,0,0,0.34,0,0,0,0,0.6273,0,0,0,0,0,0.009,0.2025,2.9727,0.1674,7.8588,1.9287,0,0,0.0558,0.0045,0,4.54,0,0,0,0,0,0.07,1.46,21.5,1.21,56.84,13.95,0,0,0.4,0.03,0,0,0,1.8963,0,0,0,0,0,0.0387,0.6759,8.3772,0.3006,23.0103,6.6024,0,0,0.1863,0.0189,0,4.61,0,0,0,0,0,0.09,1.64,20.38,0.73,55.98,16.06,0,0,0.45,0.05
"NLA06608-1821",11905358,103,16.67,0.042,0,0.0027,0,0.0657,0.0702,0.0243,0,0,0.0405,0,0,0,0,0,0,0.0486,0,0,1.07,0,26.07,27.86,9.64,0,0,16.07,0,0,0,0,0,0,19.29,0,24.59,0.225,0,0.0027,0,0.1773,0.2826,0.18,0.0126,0,0.1458,0,0.0162,0,0,0,0,0.0981,0,0,0.3,0,19.38,30.89,19.67,1.38,0,15.93,0,1.77,0,0,0,0,10.72,0,20.1,2.032,0,0.072,0,3.4731,2.412,1.2483,0.2025,0,1.7937,0.0252,0.2925,0.0405,0.0081,0.1008,0.0666,0.3717,0,0,0.71,0,34.36,23.86,12.35,2,0,17.75,0.25,2.89,0.4,0.08,1,0.66,3.68,0,16.42,5.593,0,0.0828,0,12.132,7.4367,2.9907,0.3285,0.0243,6.993,0.1017,0.9207,0.6039,0.0684,0.8217,0.5778,0.9855,0,0,0.24,0,35.61,21.83,8.78,0.96,0.07,20.53,0.3,2.7,1.77,0.2,2.41,1.7,2.89,0
"NLA06608-1824",21063412,230,0.77,0.017,0,0.3051,0,0.1674,0.0063,0,0,0,0.0126,0,0,0.0045,1.4913,0,0,0.2142,0,0,13.86,0,7.61,0.29,0,0,0,0.57,0,0,0.2,67.76,0,0,9.73,0,0.74,0.021,0,0.3096,0,0.2151,0.0063,0,0,0,0.0198,0,0,0.0045,2.0466,0,0,0.2484,0,0,10.86,0,7.55,0.22,0,0,0,0.69,0,0,0.16,71.81,0,0,8.72,0,0.18,0.032,0,0.3618,0,0.5382,0.0108,0,0,0.0171,0.0306,0,0,0.0045,15.4413,0,1.0071,0.4554,0,0,2.02,0,3.01,0.06,0,0,0.1,0.17,0,0,0.03,86.42,0,5.64,2.55,0,0.09,0.045,0,0.657,0,1.2006,0.0108,0,0,0.027,0.1278,0,0.0063,0.0045,42.1425,0.2007,3.5919,0.8037,0.0045,0,1.35,0,2.46,0.02,0,0,0.06,0.26,0,0.01,0.01,86.4,0.41,7.36,1.65,0.01
"NLA06608-1825",16798939,543,6,0.234,0,0.0045,0,0.6849,0.234,0.1458,0.0135,0,0,0.0846,0,0.0648,0.0324,1.6047,0.0486,0.8658,0.1134,0,0.12,0,17.58,6,3.74,0.35,0,0,2.17,0,1.66,0.83,41.18,1.25,22.22,2.91,7.95,0.157,0,0.0018,0,0.369,0.1782,0.1152,0,0,0,0.0369,0,0.0423,0.0153,0.7479,0,0.4212,0.0477,0,0.09,0,18.67,9.02,5.83,0,0,0,1.87,0,2.14,0.77,37.85,0,21.32,2.41,2.9,0.433,0,0.756,0,1.6965,0.4239,0.2439,0.0252,0.2439,0,0.2763,0,0.3285,0.4968,5.4603,1.4661,2.6064,0.9243,0,5.06,0,11.35,2.84,1.63,0.17,1.63,0,1.85,0,2.2,3.32,36.53,9.81,17.44,6.18,5.23,2.285,0,3.0708,0,5.5341,2.6901,1.1385,0.3843,0.6354,0,0.6561,0.0063,0.909,1.6713,12.807,5.175,7.0371,1.9548,0,7.03,0,12.67,6.16,2.61,0.88,1.46,0,1.5,0.01,2.08,3.83,29.33,11.85,16.11,4.48
"NLA06608-1835",15676403,134,0.44,0.001,0,0.0126,0,0.0081,0,0,0,0,0.0081,0,0,0,0,0.1134,0.0108,0.072,0,0,5.6,0,3.6,0,0,0,0,3.6,0,0,0,0,50.4,4.8,32,0,0.45,0.003,0,0.0333,0,0.0216,0,0,0,0,0.0477,0,0,0,0,0.2763,0.0846,0.1971,0,0,5.04,0,3.27,0,0,0,0,7.22,0,0,0,0,41.8,12.8,29.82,0,0.55,0.049,0,0.2772,0,0.4905,0.0288,0.0072,0,0,0.5166,0,0.0126,0,0.0342,4.3371,1.1682,1.962,0,0,3.14,0,5.55,0.33,0.08,0,0,5.85,0,0.14,0,0.39,49.1,13.22,22.21,0,1.04,0.328,0,1.8063,0,1.3806,0.3636,0.1584,0.0144,0,1.6227,0.0351,0.0126,0,0.0459,10.1088,9.3402,6.6564,0.0333,0,5.72,0,4.37,1.15,0.5,0.05,0,5.14,0.11,0.04,0,0.15,32.01,29.58,21.08,0.11
"NLA06608-1836",16054724,344,1.36,0.027,0,0.1215,0,0.0549,0.0297,0,0,0,0.0117,0.1278,0,0,1.179,0,0.0315,0.1926,0.2349,0,6.12,0,2.77,1.5,0,0,0,0.59,6.44,0,0,59.43,0,1.59,9.71,11.84,1.41,0.024,0,0.1215,0,0.0486,0.0261,0,0,0,0.0117,0.1206,0,0,0.9414,0,0.0315,0.189,0.2088,0,7.15,0,2.86,1.54,0,0,0,0.69,7.1,0,0,55.41,0,1.85,11.12,12.29,0.53,0.074,0,0.1728,0,0.171,0.0675,0,0,0,0.0117,0.1512,0,0,11.1906,0,0.0315,0.2691,1.8,0,1.25,0,1.23,0.49,0,0,0,0.08,1.09,0,0,80.71,0,0.23,1.94,12.98,0.42,0.175,0,0.1737,0,0.306,0.1242,0,0,0,0.0117,0.1512,0,0,35.5815,0,0.0414,0.3753,4.7565,0,0.42,0,0.74,0.3,0,0,0,0.03,0.36,0,0,85.69,0,0.1,0.9,11.46
"NLA06608-1839",6362514,334,0.11,0.002,0,9e-04,0,0.0333,0,0,0,0,0.2835,0.5112,0.2799,0,0.108,0.0711,0.0531,0.4554,0.0126,0,0.05,0,1.84,0,0,0,0,15.67,28.26,15.47,0,5.97,3.93,2.94,25.17,0.7,0.13,0.002,0,0,0,0.0297,0,0,0,0,0.2529,0.4563,0.2502,0,0.0945,0.0549,0.036,0.4095,0.0126,0,0,0,1.86,0,0,0,0,15.84,28.57,15.67,0,5.92,3.44,2.25,25.64,0.79,0.73,0.098,0,0.0666,0,0.6327,0.144,0,0,0.0387,2.0718,2.4057,0.9441,0.0423,1.4022,1.5408,1.9287,2.1105,0.0513,0,0.5,0,4.73,1.08,0,0,0.29,15.49,17.98,7.06,0.32,10.48,11.52,14.42,15.77,0.38,1.74,0.708,0,0.5562,0,3.7197,1.0818,0.0954,0.0405,0.0567,6.102,5.5404,2.3463,0.1224,3.6999,5.8716,6.6681,4.4811,0.2205,0,1.37,0,9.16,2.66,0.23,0.1,0.14,15.03,13.65,5.78,0.3,9.11,14.46,16.42,11.04,0.54
"NLA06608-1840",13882044,134,2.89,0.01,0,0.0549,0,0.0216,0.0171,0.0072,0,0,0.2151,0,0,0,0,0.0306,0,0,0,0,15.87,0,6.24,4.94,2.08,0,0,62.17,0,0,0,0,8.84,0,0,0,1.86,0.017,0,0.1395,0,0.0954,0.0189,0.0072,0,0,0.4878,0,0,0,0,0.1431,0.0198,0,0,0,15.3,0,10.46,2.07,0.79,0,0,53.49,0,0,0,0,15.69,2.17,0,0,0.98,0.098,0,0.8847,0,0.8289,0.0657,0.0072,0,0,2.6226,0,0,0,0.1737,2.4345,2.9817,0,0.0054,0,8.84,0,8.29,0.66,0.07,0,0,26.22,0,0,0,1.74,24.34,29.81,0,0.05,0.82,0.279,0,2.0718,0,2.052,0.2061,0.0243,0,0,7.6833,0.0054,0,0,0.243,8.1531,13.4217,0,0.0054,0,6.12,0,6.06,0.61,0.07,0,0,22.69,0.02,0,0,0.72,24.07,39.63,0,0.02
"NLA06608-1851",2888348,605,3.85,0.186,0,0.7308,0,0.2358,0.1602,0.153,0.018,0,0.0063,0.0108,0,0.0306,1.6209,0.9432,0.4032,0.3528,0.162,0,15.14,0,4.88,3.32,3.17,0.37,0,0.13,0.22,0,0.63,33.57,19.54,8.35,7.31,3.36,5.57,0.12,0,0.3573,0,0.0468,0.0846,0.1071,0.018,0,0,0.0072,0,0.0045,0.9738,0.1575,0.1854,0.18,0.0342,0,16.57,0,2.17,3.92,4.97,0.83,0,0,0.33,0,0.21,45.17,7.31,8.6,8.35,1.59,10.54,1.671,0,0.8568,0,1.2762,1.1601,1.1592,0.4914,0,0.0324,0.0261,0,0.1224,4.0356,3.897,1.3878,0.9477,0.4608,0,5.4,0,8.05,7.32,7.31,3.1,0,0.2,0.16,0,0.77,25.45,24.58,8.75,5.98,2.91,8.24,3.737,0,1.1304,0,5.1894,5.0463,1.8576,0.6093,0,0.1926,0.09,0,0.9198,9.8721,10.2924,5.4567,3.3849,1.3275,0,2.49,0,11.44,11.12,4.09,1.34,0,0.42,0.2,0,2.03,21.76,22.69,12.03,7.46,2.93
"NLA06608-1856",12473810,213,0.1,0.001,0,0.0216,0,0.0063,0,0,0,0,0,0,0,0.0306,0.7011,0,0.1107,0.0774,0.0711,0,2.12,0,0.62,0,0,0,0,0,0,0,3,68.8,0,10.86,7.6,6.98,0.07,0.001,0,0.0216,0,0.0099,0,0,0,0,0,0,0,0.0315,1.0881,0,0.1935,0.0909,0.0792,0,1.43,0,0.65,0,0,0,0,0,0,0,2.08,71.82,0,12.77,6,5.23,0.23,0.03,0,0.0216,0,0.3069,0.009,0,0,0.0513,0,0,0,0.0855,7.7454,0,4.4163,0.2169,0.0936,0,0.17,0,2.37,0.07,0,0,0.4,0,0,0,0.66,59.82,0,34.11,1.68,0.72,0.23,0.091,0,0.0504,0,0.8028,0.0693,0,0,0.1512,0,0.0045,0,0.1278,23.9076,0.045,14.0814,0.3753,0.0936,0,0.13,0,2.02,0.17,0,0,0.38,0,0.01,0,0.32,60.21,0.11,35.46,0.95,0.24
"NLA06608-1857",24341810,321,1.35,0.032,0,0.0369,0,0.279,0.0369,0,0,0,0.0054,1.1268,0,0.0117,0.1521,0.3888,0.225,0.1035,9e-04,0,1.56,0,11.79,1.56,0,0,0,0.23,47.6,0,0.49,6.43,16.43,9.51,4.37,0.04,1.46,0.032,0,0.0369,0,0.2727,0.0369,0,0,0,9e-04,1.0557,0,0.0117,0.1467,0.3393,0.2043,0.0918,0,0,1.68,0,12.41,1.68,0,0,0,0.04,48.05,0,0.53,6.68,15.44,9.3,4.18,0,0.94,0.151,0,0.0369,0,1.0323,0.1944,0.0099,0.0045,0,0.2214,6.3747,0.0153,0.0522,0.6696,3.4245,3.0114,0.9882,0.0045,0,0.23,0,6.44,1.21,0.06,0.03,0,1.38,39.74,0.1,0.33,4.17,21.35,18.77,6.16,0.03,0.76,0.347,0,0.0369,0,2.3148,0.378,0.0648,0.0162,0,0.4968,20.2455,0.0189,0.2016,2.0124,10.0944,7.4889,2.4084,0.009,0,0.08,0,5.06,0.83,0.14,0.04,0,1.09,44.22,0.04,0.44,4.4,22.05,16.36,5.26,0.02
"NLA06608-1861",166757602,2099,1.12,1.4,0,2.8134,0,9.1386,1.8252,0.2349,0.0513,0.1008,0.0972,27.783,0.0549,10.1151,4.0824,11.5416,1.9224,47.8062,7.4295,0,2.25,0,7.31,1.46,0.19,0.04,0.08,0.08,22.23,0.04,8.09,3.27,9.23,1.54,38.25,5.94,1.37,0.253,0,0.7245,0,1.3446,0.315,0.0513,0.0126,0,0,2.6613,0.0045,1.3464,0.2088,0.8397,0.0216,10.4868,0.4212,0,3.93,0,7.29,1.71,0.28,0.07,0,0,14.43,0.02,7.3,1.13,4.55,0.12,56.88,2.28,1.25,1.114,0,2.1699,0,6.9174,1.4517,0.2088,0.0504,0.0729,0.0657,18.5499,0.0306,7.8354,2.3346,8.2611,1.2015,35.6544,4.6368,0,2.43,0,7.73,1.62,0.23,0.06,0.08,0.07,20.74,0.03,8.76,2.61,9.24,1.34,39.86,5.18,1.05,1.917,0,4.0914,0,13.6269,2.34,0.2736,0.0567,0.1818,0.0972,44.496,0.0918,14.6403,7.2036,16.7346,2.7873,64.1178,11.2545,0,2.25,0,7.49,1.29,0.15,0.03,0.1,0.05,24.45,0.05,8.04,3.96,9.2,1.53,35.23,6.18
"NLA06608-1862",11301688,267,0.49,0.009,0,0.3798,0,0,0,0,0,0.0216,0,0.0666,0,1.1592,0,0,0,0,0.1944,0,20.85,0,0,0,0,0,1.19,0,3.66,0,63.62,0,0,0,0,10.67,0.53,0.011,0,0.3996,0,0,0,0,0,0.0234,0,0.0747,0,1.3572,0,0,0,0,0.2169,0,19.29,0,0,0,0,0,1.13,0,3.61,0,65.5,0,0,0,0,10.47,0.34,0.051,0,0.5193,0,0,0,0,0,0.0702,0,0.1206,0,13.8852,0.1476,0,0,0,0.3618,0,3.44,0,0,0,0,0,0.46,0,0.8,0,91.92,0.98,0,0,0,2.4,0.34,0.148,0,0.5193,0,0.1404,0.144,0,0,0.0864,0,0.1206,0,41.6916,0.5859,0,0,0,0.3762,0,1.19,0,0.32,0.33,0,0,0.2,0,0.28,0,95.48,1.34,0,0,0,0.86
"NLA06608-1863",15143752,417,1.02,0.139,0,0.8613,0,0.4779,0.1782,0.0135,0.0396,0.0378,0.5409,4.2642,2.2032,1.8576,1.0377,0.5931,0.0585,1.2402,0.1764,0,6.34,0,3.52,1.31,0.1,0.29,0.28,3.98,31.4,16.22,13.68,7.64,4.37,0.43,9.13,1.3,1.04,0.114,0,0.8154,0,0.3879,0.1665,0.0135,0.0234,0.0378,0.45,3.5163,1.8153,1.3878,0.8802,0.4482,0.0351,0.7929,0.1422,0,7.47,0,3.55,1.53,0.12,0.21,0.35,4.12,32.22,16.64,12.72,8.07,4.11,0.32,7.27,1.3,1.65,0.64,0,1.2654,0,1.6785,1.2753,0.0936,0.0432,0.0846,2.2905,10.0395,5.6718,6.3945,2.0808,1.4814,0.8091,5.2092,0.3987,0,3.26,0,4.32,3.29,0.24,0.11,0.22,5.9,25.86,14.61,16.47,5.36,3.82,2.08,13.42,1.03,2.36,1.989,0,1.8144,0,4.3731,3.8835,0.4356,0.0972,1.7604,4.3092,17.7372,9.8622,11.1933,4.914,3.8052,7.3827,11.9898,0.5904,0,2.16,0,5.2,4.62,0.52,0.12,2.09,5.12,21.08,11.72,13.3,5.84,4.52,8.77,14.25,0.7
"NLA06608-1866",4268384,128,0.63,0.002,0,0.0216,0,0,0,0,0,0,0,0,0,0.2133,0.0603,0,0,0.018,0.0045,0,6.79,0,0,0,0,0,0,0,0,0,67.08,18.96,0,0,5.66,1.42,0.33,0.003,0,0.0216,0,0,0,0,0,0,0,0,0,0.5976,0.2106,0,0,0.0549,0.0126,0,2.41,0,0,0,0,0,0,0,0,0,66.62,23.48,0,0,6.12,1.4,0.2,0.02,0,0.2286,0,0,0,0,0,0.0045,0.0288,0,0,5.0463,3.2967,0.3204,0.1377,0.3546,0.5706,0,2.29,0,0,0,0,0,0.05,0.29,0,0,50.52,33.01,3.21,1.38,3.55,5.71,0.13,0.043,0,0.2286,0,0,0,0,0,0.0045,0.0288,0.1224,0,17.3862,12.1437,0.3204,0.1377,0.945,2.5191,0,0.68,0,0,0,0,0,0.01,0.09,0.36,0,51.38,35.89,0.95,0.41,2.79,7.45
"NLA06608-1867",18486266,173,2.14,0.01,0,0.0117,0,0.0522,0.0108,0.0081,0,0,0.1008,0,0,0,0.0045,0.0783,0.1899,0,0.0117,0,2.5,0,11.15,2.31,1.73,0,0,21.54,0,0,0,0.96,16.73,40.58,0,2.5,1.41,0.013,0,0.0117,0,0.0909,0.0108,0.0081,0,0,0.171,0.0063,0,0,0.0045,0.153,0.4527,0,0.0153,0,1.27,0,9.84,1.17,0.88,0,0,18.51,0.68,0,0,0.49,16.56,48.99,0,1.66,0.47,0.048,0,0.1584,0,0.7479,0.0108,0.0081,0,0,1.4625,0.0414,0,0.0225,0.0342,1.1538,6.192,0,0.3168,0,1.56,0,7.37,0.11,0.08,0,0,14.41,0.41,0,0.22,0.34,11.37,61.02,0,3.12,0.44,0.151,0,0.2556,0,2.1096,0.1017,0.0081,0,0,4.1976,0.0648,0,0.1332,0.1188,3.042,23.2992,0,0.8172,0,0.75,0,6.18,0.3,0.02,0,0,12.29,0.19,0,0.39,0.35,8.91,68.23,0,2.39
"NLA06608-1868",6027864,499,2.41,0.252,0,0.4518,0,1.0143,0.0963,0.1899,0.054,0,3.4164,0.0486,0,0,4.1175,1.0602,0,0,0,0,4.32,0,9.71,0.92,1.82,0.52,0,32.7,0.47,0,0,39.41,10.15,0,0,0,2.66,0.18,0,0.4032,0,0.5931,0.0675,0.1593,0.036,0,2.5425,0.036,0,0,2.4426,0.4959,0,0,0,0,5.95,0,8.75,1,2.35,0.53,0,37.52,0.53,0,0,36.05,7.32,0,0,0,2.3,0.687,0,0.5121,0,3.2607,0.684,0.2916,0.0873,0,8.9325,0.1638,0,0,12.8088,3.141,0,0,0,0,1.71,0,10.91,2.29,0.98,0.29,0,29.89,0.55,0,0,42.86,10.51,0,0,0,1.69,1.176,0,1.0746,0,6.8481,1.1619,0.4644,0.1269,0.3429,23.6142,0.5463,0,0,29.1267,6.0516,0.2043,0,0,0,1.54,0,9.84,1.67,0.67,0.18,0.49,33.95,0.79,0,0,41.87,8.7,0.29,0,0
