"NLA_ID","BufWidthM","Pop","PopDensityKm2","BufferAreaKm2","BufferAreaKm2Adj","PercentNA","BufType"
"NLA06608-3526",300,42,51.34,0.818,0.818,0,"fixed"
"NLA06608-3526",1000,213,43.83,4.86,4.86,0,"fixed"
"NLA06608-3526",2500,925,39.07,23.674,23.674,0,"fixed"
"NLA06608-3526",211,30,56.93,0.527,0.527,0,"radius"
"NLA06608-4779",300,972,172.43,5.637,5.637,0,"fixed"
"NLA06608-4779",1000,10201,540.88,18.86,18.86,0,"fixed"
"NLA06608-4779",2500,37680,666.43,56.54,56.54,0,"fixed"
"NLA06608-4779",1465,17626,605.89,29.091,29.091,0,"radius"
"NLA06608-2246",300,57,25.5,2.235,2.235,0,"fixed"
"NLA06608-2246",1000,343,36.32,9.443,9.443,0,"fixed"
"NLA06608-2246",2500,1810,51.71,35.006,35.006,0,"fixed"
"NLA06608-2246",826,261,35.37,7.38,7.38,0,"radius"
"NLA06608-4761",300,135,44.63,3.025,3.025,0,"fixed"
"NLA06608-4761",1000,656,55.83,11.751,11.751,0,"fixed"
"NLA06608-4761",2500,2652,65.37,40.568,40.568,0,"fixed"
"NLA06608-4761",1153,803,57.14,14.052,14.052,0,"radius"
"NLA06608-2822",300,394,126.81,3.107,3.107,0,"fixed"
"NLA06608-2822",1000,1459,135.82,10.742,10.742,0,"fixed"
"NLA06608-2822",2500,3051,82.31,37.065,37.065,0,"fixed"
"NLA06608-2822",637,844,131.12,6.437,6.437,0,"radius"
"NLA06608-2566",300,85,69.05,1.231,1.231,0,"fixed"
"NLA06608-2566",1000,1202,192.57,6.242,6.242,0,"fixed"
"NLA06608-2566",2500,10170,374.12,27.184,27.184,0,"fixed"
"NLA06608-2566",470,224,102.8,2.179,2.179,0,"radius"
"NLA06608-1798",1000,36,6.89,5.223,5.223,0,"fixed"
"NLA06608-1798",2500,82,3.33,24.62,24.62,0,"fixed"
"NLA06608-1798",310,12,12.31,0.975,0.975,0,"radius"
"NLA06608-1645",300,3,2.89,1.039,1.039,0,"fixed"
"NLA06608-1645",1000,17,3.05,5.565,5.565,0,"fixed"
"NLA06608-1645",2500,81,3.18,25.458,25.458,0,"fixed"
"NLA06608-1645",229,2,2.7,0.741,0.741,0,"radius"
"NLA06608-2333",300,275,219.47,1.253,1.253,0,"fixed"
"NLA06608-2333",1000,1004,163.89,6.126,6.126,0,"fixed"
"NLA06608-2333",2500,4319,161.71,26.709,26.709,0,"fixed"
"NLA06608-2333",295,267,218.49,1.222,1.222,0,"radius"
"NLA06608-4760",300,61,55.4,1.101,1.101,0,"fixed"
"NLA06608-4760",1000,253,44.23,5.72,5.72,0,"fixed"
"NLA06608-4760",2500,934,36.17,25.82,25.82,0,"fixed"
"NLA06608-4760",275,55,55.84,0.985,0.985,0,"radius"
"NLA06608-4649",300,0,0,3.932,3.932,0,"fixed"
"NLA06608-4649",1000,0,0,13.684,13.684,0,"fixed"
"NLA06608-4649",2500,0,0,44.311,44.311,0,"fixed"
"NLA06608-4649",1231,0,0,17.529,17.529,0,"radius"
"NLA06608-3693",300,1,0.64,1.569,1.569,0,"fixed"
"NLA06608-3693",1000,4,0.57,6.992,6.992,0,"fixed"
"NLA06608-3693",2500,15,0.52,28.669,28.669,0,"fixed"
"NLA06608-3693",436,1,0.42,2.408,2.408,0,"radius"
"NLA06608-0973",300,6,8.6,0.698,0.698,0,"fixed"
"NLA06608-0973",1000,91,20.26,4.491,4.491,0,"fixed"
"NLA06608-0973",2500,1417,62.18,22.79,22.79,0,"fixed"
"NLA06608-0973",197,3,7.54,0.398,0.398,0,"radius"
"NLA06608-3789",300,11,13.68,0.804,0.804,0,"fixed"
"NLA06608-3789",1000,52,10.79,4.818,4.818,0,"fixed"
"NLA06608-3789",2500,310,13.12,23.62,23.62,0,"fixed"
"NLA06608-3789",181,4,9.62,0.416,0.416,0,"radius"
"NLA06608-2413",300,92,76.67,1.2,1.2,0,"fixed"
"NLA06608-2413",1000,228,37.94,6.01,6.01,0,"fixed"
"NLA06608-2413",2500,459,17.35,26.458,26.458,0,"fixed"
"NLA06608-2413",240,79,85.87,0.92,0.92,0,"radius"
"NLA06608-0365",300,925,579.21,1.597,1.597,0,"fixed"
"NLA06608-0285",300,925,579.21,1.597,1.597,0,"fixed"
"NLA06608-0365",1000,3592,493.88,7.273,7.273,0,"fixed"
"NLA06608-0285",1000,3592,493.88,7.273,7.273,0,"fixed"
"NLA06608-0365",2500,6604,224.05,29.476,29.476,0,"fixed"
"NLA06608-0285",2500,6604,224.05,29.476,29.476,0,"fixed"
"NLA06608-0365",328,1006,569.65,1.766,1.766,0,"radius"
"NLA06608-0285",328,1006,569.65,1.766,1.766,0,"radius"
"NLA06608-0657",300,0,0,1.277,1.277,0,"fixed"
"NLA06608-0657",1000,0,0,6.354,6.354,0,"fixed"
"NLA06608-0657",2500,0,0,27.41,27.41,0,"fixed"
"NLA06608-0657",388,0,0,1.751,1.751,0,"radius"
"NLA06608-1366",300,0,0,2.2,2.2,0,"fixed"
"NLA06608-1366",1000,0,0,9.283,9.283,0,"fixed"
"NLA06608-1366",2500,1,0.03,34.534,34.534,0,"fixed"
"NLA06608-3670",300,0,0,1.174,1.174,0,"fixed"
"NLA06608-3670",1000,0,0,5.912,5.912,0,"fixed"
"NLA06608-3670",2500,2,0.08,26.194,26.194,0,"fixed"
"NLA06608-3670",284,0,0,1.103,1.103,0,"radius"
"NLA06608-1366",633,0,0,5.203,5.203,0,"radius"
"NLA06608-1878",300,92,17.36,5.301,5.301,0,"fixed"
"NLA06608-1878",1000,365,20.63,17.689,17.689,0,"fixed"
"NLA06608-1878",2500,1663,32.32,51.461,51.461,0,"fixed"
"NLA06608-1878",910,320,19.93,16.055,16.055,0,"radius"
"NLA06608-ELS:1E1-052",300,0,0,2.244,2.244,0,"fixed"
"NLA06608-ELS:1E1-052",1000,0,0,9.332,9.332,0,"fixed"
"NLA06608-ELS:1E1-052",2500,0,0,34.574,34.574,0,"fixed"
"NLA06608-ELS:1E1-052",761,0,0,6.584,6.584,0,"radius"
"NLA06608-2582",300,0,0,0.526,0.526,0,"fixed"
"NLA06608-2582",1000,0,0,3.915,3.915,0,"fixed"
"NLA06608-2582",2500,7,0.33,21.378,21.378,0,"fixed"
"NLA06608-2582",108,0,0,0.127,0.127,0,"radius"
"NLA06608-NELP-0253",300,0,0,3.679,3.679,0,"fixed"
"NLA06608-NELP-0253",1000,0,0,13.795,13.795,0,"fixed"
"NLA06608-NELP-0253",2500,0,0,44.761,44.761,0,"fixed"
"NLA06608-NELP-0253",1231,0,0,17.687,17.687,0,"radius"
"NLA06608-1302",300,114,138.18,0.825,0.825,0,"fixed"
"NLA06608-1302",1000,861,175.86,4.896,4.896,0,"fixed"
"NLA06608-1302",2500,6791,285.71,23.769,23.769,0,"fixed"
"NLA06608-1302",135,39,129.14,0.302,0.302,0,"radius"
"NLA06608-3350",300,107,29.48,3.629,3.629,0,"fixed"
"NLA06608-3350",1000,379,28.86,13.133,13.133,0,"fixed"
"NLA06608-3350",2500,1106,25.59,43.223,43.223,0,"fixed"
"NLA06608-3350",804,304,29.8,10.202,10.202,0,"radius"
"NLA06608-4207",300,715,227.2,3.147,3.147,0,"fixed"
"NLA06608-4207",1000,1479,126.68,11.675,11.675,0,"fixed"
"NLA06608-4207",2500,3099,78.26,39.598,39.598,0,"fixed"
"NLA06608-4207",840,1330,139.87,9.509,9.509,0,"radius"
"NLA06608-2573",300,169,62.18,2.718,2.718,0,"fixed"
"NLA06608-2573",1000,718,66.93,10.727,10.727,0,"fixed"
"NLA06608-2573",2500,3074,81.22,37.849,37.849,0,"fixed"
"NLA06608-2573",801,531,65.15,8.151,8.151,0,"radius"
"NLA06608-1549",300,117,108.84,1.075,1.075,0,"fixed"
"NLA06608-1549",1000,640,112.76,5.676,5.676,0,"fixed"
"NLA06608-1549",2500,2417,94.02,25.708,25.708,0,"fixed"
"NLA06608-1549",308,120,108.79,1.103,1.103,0,"radius"
"NLA06608-0781",300,795,697.37,1.14,1.14,0,"fixed"
"NLA06608-0781",1000,1135,192.37,5.9,5.9,0,"fixed"
"NLA06608-0781",2500,2595,98.76,26.276,26.276,0,"fixed"
"NLA06608-1805",300,2369,1197.07,1.979,1.979,0,"fixed"
"NLA06608-1805",1000,8003,965.15,8.292,8.292,0,"fixed"
"NLA06608-1805",2500,18209,571.23,31.877,31.877,0,"fixed"
"NLA06608-1805",615,5511,1235.65,4.46,4.46,0,"radius"
"NLA06608-3597",300,622,176.5,3.524,3.524,0,"fixed"
"NLA06608-3597",1000,1651,121.01,13.644,13.644,0,"fixed"
"NLA06608-3597",2500,3704,81.74,45.314,45.314,0,"fixed"
"NLA06608-3597",439,908,171.09,5.307,5.307,0,"radius"
"NLA06608-2829",300,9365,915.36,10.231,10.231,0,"fixed"
"NLA06608-2829",1000,22256,790.68,28.148,28.148,0,"fixed"
"NLA06608-2829",2500,35362,486.62,72.668,72.668,0,"fixed"
"NLA06608-2829",1620,29264,649.49,45.057,45.057,0,"radius"
"NLA06608-0781",269,749,753.52,0.994,0.994,0,"radius"
"NLA06608-1293",300,77,33.25,2.316,2.316,0,"fixed"
"NLA06608-1293",1000,339,36.04,9.405,9.405,0,"fixed"
"NLA06608-1293",2500,1403,40.48,34.657,34.657,0,"fixed"
"NLA06608-1293",577,160,33.48,4.779,4.779,0,"radius"
"NLA06608-0525",300,29,66.97,0.433,0.433,0,"fixed"
"NLA06608-0525",1000,471,130.94,3.597,3.597,0,"fixed"
"NLA06608-0525",2500,2340,113.68,20.584,20.584,0,"fixed"
"NLA06608-0525",77,2,32.79,0.061,0.061,0,"radius"
"NLA06608-4281",300,22,22.92,0.96,0.96,0,"fixed"
"NLA06608-4281",1000,1227,229,5.358,5.358,0,"fixed"
"NLA06608-4281",2500,8089,324.08,24.96,24.96,0,"fixed"
"NLA06608-4281",180,3,5.91,0.508,0.508,0,"radius"
"NLA06608-1913",300,76,73.15,1.039,1.039,0,"fixed"
"NLA06608-1913",1000,510,91.76,5.558,5.558,0,"fixed"
"NLA06608-1913",2500,1851,72.93,25.381,25.381,0,"fixed"
"NLA06608-1913",329,86,73.69,1.167,1.167,0,"radius"
"NLA06608-4349",300,14,15.61,0.897,0.897,0,"fixed"
"NLA06608-4349",1000,183,36.12,5.067,5.067,0,"fixed"
"NLA06608-4349",2500,1829,75.64,24.181,24.181,0,"fixed"
"NLA06608-4349",224,10,15.95,0.627,0.627,0,"radius"
"NLA06608-3257",300,1017,254.63,3.994,3.994,0,"fixed"
"NLA06608-3257",1000,2539,172.14,14.75,14.75,0,"fixed"
"NLA06608-3257",2500,4241,92.74,45.732,45.732,0,"fixed"
"NLA06608-3257",869,2399,189.96,12.629,12.629,0,"radius"
"NLA06608-2233",300,167,142.13,1.175,1.175,0,"fixed"
"NLA06608-2233",1000,555,91.77,6.048,6.048,0,"fixed"
"NLA06608-2233",2500,1662,62.37,26.646,26.646,0,"fixed"
"NLA06608-2233",399,217,129.01,1.682,1.682,0,"radius"
"NLA06608-0469",300,10,11.86,0.843,0.843,0,"fixed"
"NLA06608-0469",1000,48,9.69,4.956,4.956,0,"fixed"
"NLA06608-0469",2500,147,6.14,23.953,23.953,0,"fixed"
"NLA06608-0469",201,5,9.86,0.507,0.507,0,"radius"
"NLA06608-4132",300,3,1.8,1.663,1.663,0,"fixed"
"NLA06608-4132",1000,21,2.8,7.51,7.51,0,"fixed"
"NLA06608-4132",2500,663,22.02,30.105,30.105,0,"fixed"
"NLA06608-4132",435,5,1.95,2.558,2.558,0,"radius"
"NLA06608-4676",300,56,2.43,23.09,23.09,0,"fixed"
"NLA06608-4676",1000,227,3.2,71.023,71.023,0,"fixed"
"NLA06608-4676",2500,696,4.16,167.488,167.488,0,"fixed"
"NLA06608-4676",2446,676,4.12,163.895,163.895,0,"radius"
"NLA06608-1637",300,6,7.26,0.826,0.826,0,"fixed"
"NLA06608-1637",1000,55,11.22,4.903,4.903,0,"fixed"
"NLA06608-1637",2500,321,13.45,23.858,23.858,0,"fixed"
"NLA06608-1637",253,4,6.13,0.653,0.653,0,"radius"
"NLA06608-0598",300,0,0,0.773,0.773,0,"fixed"
"NLA06608-0598",1000,0,0,4.684,4.684,0,"fixed"
"NLA06608-0598",2500,0,0,23.246,23.246,0,"fixed"
"NLA06608-0598",156,0,0,0.345,0.345,0,"radius"
"NLA06608-ALPS-1218",300,0,0,0.639,0.639,0,"fixed"
"NLA06608-ALPS-1218",1000,0,0,4.273,4.273,0,"fixed"
"NLA06608-ALPS-1218",2500,0,0,22.271,22.271,0,"fixed"
"NLA06608-ALPS-1218",178,0,0,0.312,0.312,0,"radius"
"NLA06608-0914",300,0,0,2.083,2.083,0,"fixed"
"NLA06608-1938",300,0,0,1.78,1.78,0,"fixed"
"NLA06608-1938",1000,0,0,7.696,7.696,0,"fixed"
"NLA06608-1938",2500,0,0,30.488,30.488,0,"fixed"
"NLA06608-1938",430,0,0,2.661,2.661,0,"radius"
"NLA06608-3986",300,0,0,1.946,1.946,0,"fixed"
"NLA06608-3986",1000,0,0,8.44,8.44,0,"fixed"
"NLA06608-3986",2500,1,0.03,32.436,32.436,0,"fixed"
"NLA06608-3986",607,0,0,4.434,4.434,0,"radius"
"NLA06608-0914",1000,1,0.11,8.78,8.78,0,"fixed"
"NLA06608-0914",2500,3,0.09,33.142,33.142,0,"fixed"
"NLA06608-0914",515,0,0,3.835,3.835,0,"radius"
"NLA06608-1558",300,0,0,1.96,1.96,0,"fixed"
"NLA06608-1558",1000,0,0,8.449,8.449,0,"fixed"
"NLA06608-1558",2500,1,0.03,32.265,32.265,0,"fixed"
"NLA06608-1558",575,0,0,4.172,4.172,0,"radius"
"NLA06608-ELS:1E1-128",300,0,0,0.737,0.737,0,"fixed"
"NLA06608-ELS:1E1-128",1000,1,0.22,4.603,4.603,0,"fixed"
"NLA06608-ELS:1E1-128",2500,12,0.52,23.073,23.073,0,"fixed"
"NLA06608-ELS:1E1-128",195,0,0,0.418,0.418,0,"radius"
"NLA06608-4582",300,234,24.76,9.452,9.452,0,"fixed"
"NLA06608-4582",1000,436,14.49,30.1,30.1,0,"fixed"
"NLA06608-4582",2500,910,11.11,81.916,81.916,0,"fixed"
"NLA06608-4582",2012,742,11.65,63.674,63.674,0,"radius"
"NLA06608-2962",300,17,3.61,4.71,4.71,0,"fixed"
"NLA06608-2962",1000,27,1.64,16.456,16.456,0,"fixed"
"NLA06608-2962",2500,40,0.8,50.224,50.224,0,"fixed"
"NLA06608-2962",930,26,1.71,15.178,15.178,0,"radius"
"NLA06608-2326",300,75,88.13,0.851,0.851,0,"fixed"
"NLA06608-2326",1000,261,53.01,4.924,4.924,0,"fixed"
"NLA06608-2326",2500,912,38.28,23.824,23.824,0,"fixed"
"NLA06608-2326",228,54,88.09,0.613,0.613,0,"radius"
"NLA06608-ACAD_LAKES_0435",300,1,1.4,0.714,0.714,0,"fixed"
"NLA06608-ACAD_LAKES_0435",1000,103,22.68,4.541,4.541,0,"fixed"
"NLA06608-ACAD_LAKES_0435",2500,802,34.97,22.935,22.935,0,"fixed"
"NLA06608-ACAD_LAKES_0435",153,0,0,0.293,0.293,0,"radius"
"NLA06608-NELP-1041",300,37,19.24,1.923,1.923,0,"fixed"
"NLA06608-NELP-1041",1000,179,21.85,8.194,8.194,0,"fixed"
"NLA06608-NELP-1041",2500,665,20.95,31.742,31.742,0,"fixed"
"NLA06608-NELP-1041",678,101,20.46,4.936,4.936,0,"radius"
"NLA06608-3238",300,61,28.39,2.149,2.149,0,"fixed"
"NLA06608-3238",1000,225,26.55,8.473,8.473,0,"fixed"
"NLA06608-3238",2500,911,28.45,32.022,32.022,0,"fixed"
"NLA06608-3238",541,108,26.94,4.009,4.009,0,"radius"
"NLA06608-2965",300,25,23.85,1.048,1.048,0,"fixed"
"NLA06608-2965",1000,167,29.87,5.59,5.59,0,"fixed"
"NLA06608-2965",2500,548,21.53,25.457,25.457,0,"fixed"
"NLA06608-2965",329,29,24.72,1.173,1.173,0,"radius"
"NLA06608-2917",300,1814,91.59,19.805,19.805,0,"fixed"
"NLA06608-2917",1000,4462,76.13,58.608,58.608,0,"fixed"
"NLA06608-2917",2500,9068,64.52,140.551,140.551,0,"fixed"
"NLA06608-2917",2672,9368,62.2,150.608,150.608,0,"radius"
"NLA06608-1941",300,224,101.82,2.2,2.2,0,"fixed"
"NLA06608-1941",1000,967,103.82,9.314,9.314,0,"fixed"
"NLA06608-1941",2500,3011,87.54,34.395,34.395,0,"fixed"
"NLA06608-1941",553,442,99.64,4.436,4.436,0,"radius"
"NLA06608-4702",300,151,31.04,4.864,4.864,0,"fixed"
"NLA06608-4702",1000,230,12.79,17.986,17.986,0,"fixed"
"NLA06608-4702",2500,379,6.83,55.504,55.504,0,"fixed"
"NLA06608-4702",1419,272,10.01,27.166,27.166,0,"radius"
"NLA06608-0150",300,1059,83.63,12.663,12.663,0,"fixed"
"NLA06608-0150",1000,2337,59.87,39.037,39.037,0,"fixed"
"NLA06608-0150",2500,4229,42.62,99.237,99.237,0,"fixed"
"NLA06608-0150",2451,4184,43.09,97.1,97.1,0,"radius"
"NLA06608-3926",300,36,17.89,2.012,2.012,0,"fixed"
"NLA06608-3926",1000,187,21.43,8.725,8.725,0,"fixed"
"NLA06608-3926",2500,751,22.58,33.257,33.257,0,"fixed"
"NLA06608-3926",627,96,20.11,4.774,4.774,0,"radius"
"NLA06608-2454",300,1,1.27,0.788,0.788,0,"fixed"
"NLA06608-2454",1000,10,2.09,4.774,4.774,0,"fixed"
"NLA06608-2454",2500,69,2.94,23.477,23.477,0,"fixed"
"NLA06608-2454",191,1,2.29,0.436,0.436,0,"radius"
"NLA06608-2661",300,49,20.08,2.44,2.44,0,"fixed"
"NLA06608-2661",1000,198,19.79,10.004,10.004,0,"fixed"
"NLA06608-2661",2500,1375,37.96,36.225,36.225,0,"fixed"
"NLA06608-3686",300,56,86.69,0.646,0.646,0,"fixed"
"NLA06608-3686",1000,378,87.34,4.328,4.328,0,"fixed"
"NLA06608-3686",2500,1259,56.1,22.442,22.442,0,"fixed"
"NLA06608-3686",169,26,86.96,0.299,0.299,0,"radius"
"NLA06608-2661",516,76,16.98,4.477,4.477,0,"radius"
"NLA06608-1189",300,19,20.47,0.928,0.928,0,"fixed"
"NLA06608-1189",1000,113,21.52,5.252,5.252,0,"fixed"
"NLA06608-1189",2500,1366,55.28,24.709,24.709,0,"fixed"
"NLA06608-1189",311,20,20.53,0.974,0.974,0,"radius"
"NLA06608-4866",300,127,16.34,7.77,7.77,0,"fixed"
"NLA06608-4866",1000,329,12.66,25.987,25.987,0,"fixed"
"NLA06608-4866",2500,1309,17.67,74.061,74.061,0,"fixed"
"NLA06608-4866",1069,356,12.76,27.895,27.895,0,"radius"
"NLA06608-3685",300,37,76.29,0.485,0.485,0,"fixed"
"NLA06608-3685",1000,196,51.69,3.792,3.792,0,"fixed"
"NLA06608-3685",2500,749,35.56,21.064,21.064,0,"fixed"
"NLA06608-3685",101,7,70.71,0.099,0.099,0,"radius"
"NLA06608-4811",300,5,5.33,0.938,0.938,0,"fixed"
"NLA06608-4811",1000,32,6.11,5.241,5.241,0,"fixed"
"NLA06608-4811",2500,331,13.46,24.598,24.598,0,"fixed"
"NLA06608-4811",215,3,4.82,0.622,0.622,0,"radius"
"NLA06608-4740",300,31,34.95,0.887,0.887,0,"fixed"
"NLA06608-4740",1000,363,70.95,5.116,5.116,0,"fixed"
"NLA06608-4740",2500,1945,79.77,24.382,24.382,0,"fixed"
"NLA06608-4740",216,20,34.54,0.579,0.579,0,"radius"
"NLA06608-0869",300,40,27.25,1.468,1.468,0,"fixed"
"NLA06608-0869",1000,164,24.36,6.731,6.731,0,"fixed"
"NLA06608-0869",2500,788,28.08,28.064,28.064,0,"fixed"
"NLA06608-0869",304,41,27.54,1.489,1.489,0,"radius"
"NLA06608-3941",300,37,31.44,1.177,1.177,0,"fixed"
"NLA06608-1565",300,438,426.07,1.028,1.028,0,"fixed"
"NLA06608-1565",1000,6470,1194.39,5.417,5.417,0,"fixed"
"NLA06608-1565",2500,42538,1701.86,24.995,24.995,0,"fixed"
"NLA06608-1565",214,211,308.03,0.685,0.685,0,"radius"
"NLA06608-3941",1000,137,22.77,6.017,6.017,0,"fixed"
"NLA06608-3941",2500,403,15.19,26.532,26.532,0,"fixed"
"NLA06608-3941",386,48,29.74,1.614,1.614,0,"radius"
"NLA06608-4850",300,1307,2001.53,0.653,0.653,0,"fixed"
"NLA06608-4850",1000,9576,2223.36,4.307,4.307,0,"fixed"
"NLA06608-4850",2500,38164,1705.73,22.374,22.374,0,"fixed"
"NLA06608-4850",122,208,1040,0.2,0.2,0,"radius"
"NLA06608-0541",300,2531,2974.15,0.851,0.851,0,"fixed"
"NLA06608-0541",1000,11196,2262.73,4.948,4.948,0,"fixed"
"NLA06608-0541",2500,33231,1391.41,23.883,23.883,0,"fixed"
"NLA06608-0541",179,1260,2825.11,0.446,0.446,0,"radius"
"NLA06608-3757",300,196,99.04,1.979,1.979,0,"fixed"
"NLA06608-3757",1000,827,101.62,8.138,8.138,0,"fixed"
